"","","","target"
"240",-4.88763234650681,-2.19020136693893,100
"241",-6.17072137439115,0.0646505825531363,350
"242",-5.45724754691943,-1.18433811940906,110
"243",-7.47519122889726,1.29187629468836,90
"244",-3.56091513150932,-4.20034150383221,100
"245",-12.2865651241752,-2.67640940874386,30
"246",-5.46415695794265,-1.20942612656018,80
"247",-2.56894867072754,-3.76706661083907,170
"248",8.05487146660843,1.87117336847969,380
"249",-8.69150861489095,-0.405778164446192,80
"250",-8.98650156550897,-1.16865912014998,50
"251",-8.68639802668497,0.382164288592041,70
"252",-4.26728085664936,-3.71406789473354,120
"253",-2.56021708067802,-3.77946478557986,120
"254",0.0935275470577123,3.35554223131031,190
"255",-4.898732419375,-2.1722368401527,100
"256",13.8316670358409,-3.57190388663194,350
"257",8.00075953203619,1.83804038074298,270
"258",-11.1260823131885,0.160307540705809,20
"259",2.14130844807483,3.49043730867645,280
"260",-0.863759442818169,1.17825384536156,230
"261",13.7948772554344,-3.59515133117867,320
"262",-3.25080608820238,-4.10242890145287,130
"263",10.5572741832694,-1.14375485636421,330
"264",15.3098197155637,-4.68128540696987,430
"265",-9.74325931174474,-0.725586349388215,70
"266",5.54686808029347,3.11466645392843,360
"267",-1.10794083837583,-0.534875579158546,160
"268",2.09507697811072,3.44836576306677,210
"269",-6.48471221760204,0.627740307201813,90
"270",6.62847602407361,2.54881325210022,240
"271",-7.47559977329087,1.27917267414913,80
"272",8.97344249570744,0.169992961594679,300
"273",0.851254459763756,3.61553770821508,150
"274",-8.49669870861916,1.15729939093406,80
"275",-9.35782012240076,-0.948542493455548,50
"276",2.50428299858639,3.5369106385501,230
"277",13.8800004583756,-3.55741643167684,370
"278",13.8474573265074,-3.60302048954521,310
"279",-8.49237768664077,0.734332467461367,50
"280",-10.619198845097,0.0231762941198993,60
"281",-7.96141850178951,1.40736177112128,60
"282",-2.57490066487893,-3.7568688196067,130
"283",-4.31955244634677,-3.76636284572026,100
"284",6.66712218972182,2.58730436892925,270
"285",0.0176028225207563,3.31924482545139,150
"286",-11.1185287834658,0.178731367958436,20
"287",12.115690629624,-2.33261194953816,310
"288",-4.31915680070296,-3.78752834406211,90
"289",-6.47105908644434,0.630969934683994,70
"290",-0.0860003736667811,3.13408776412611,190
"291",-9.22409902160886,-1.02283107433116,70
"292",-1.29602899591198,-2.21907041574075,110
"293",0.752584611717735,3.33499881667701,140
"294",8.98935019865822,0.253835457860777,350
"295",13.8296867975386,-3.55757820626464,430
"296",15.2101085317972,-4.74672930615358,350
"297",2.13258748704462,3.57214095720858,270
"298",-4.31038441412876,-3.75562415484357,80
"299",3.66464530276454,3.95298638332751,220
"300",8.03877530781437,1.87557482503601,330
"301",12.1478886338513,-2.32391952280903,300
"302",-8.70253928088915,-0.431150353427432,50
"303",13.8691887350776,-3.51833784040031,390
"304",3.04667101507433,3.74744229150327,210
"305",5.53585482980518,3.18666784163205,340
"306",13.8455541641763,-3.53923522383632,350
"307",3.61670201452724,3.92401000712254,160
"308",-2.03510461737802,-2.85124821318542,120
"309",7.98297657689007,1.82030569593605,270
"310",3.01036529118426,3.74957776387446,160
"311",-12.2714744962445,-2.68924701110925,20
"312",0.733985061723035,3.31750076512363,190
"313",6.63745897486765,2.58473683466155,260
"314",3.68865868982664,4.00580270212999,210
"315",-0.0867123893014227,3.13967306775788,140
"316",13.8128073112491,-3.54375908987869,330
"317",-0.945530759869657,1.13106957610071,90
"318",2.0870007263346,3.44154635280358,160
"319",8.97960800241384,0.260487205974354,260
"320",-8.96879588943742,-1.14719201241783,50
"321",8.95555390262471,0.209865188906398,250
"322",-9.34712163048449,-0.946320383089596,40
"323",5.47533051197086,3.07392325952683,230
"324",-0.130709389263621,3.08164557375005,110
"325",-5.47086790894124,-1.19007139862822,70
"326",0.723997168942446,3.30911523895585,160
"327",4.74709122439099,3.53684525234373,200
"328",-8.53619047631754,1.09004061276631,40
"329",15.2384032179441,-4.71769541620372,420
"330",15.304904725034,-4.61350304222845,400
"331",-8.87981341872916,-0.68775433001702,50
"332",5.49595511793033,3.10700121190547,240
"333",12.236581174091,-2.26384438504795,420
"334",3.03818482237943,3.76351302575425,220
"335",-3.55327257047268,-4.19247089419141,100
"336",2.12489073304447,3.47900747333722,200
"337",8.02508874306372,1.86892163177936,300
"338",13.8729084360278,-3.47850990991867,330
"339",17.1904737408611,-4.72150835576528,300
"340",19.3223570305591,-3.04273860470455,350
"341",10.6572778279087,-0.895710942089787,300
"342",-4.70226292609337,-1.67949772822649,60
"343",21.298655858028,-0.311644258695883,450
"344",-6.4657728724377,0.598835164004078,50
"345",-0.0695329943916817,3.16128811711243,120
"346",9.0036165219348,0.236134890351222,240
"347",-10.4610265359407,-0.418710032423912,30
"348",-8.06488353120363,1.39516344220487,40
"349",-8.83270601273292,-0.154763031782764,50
"350",9.0359514900815,0.25660827361209,300
"351",8.02367127722603,1.8637641447885,220
"352",13.791873848992,-3.58802611235571,270
"353",-6.2842789118697,-0.185226349070475,60
"354",13.843095272123,-3.55230716964152,290
"355",2.08851985386348,3.45022311199275,160
"356",0.0583149698794152,3.3651311344686,100
"357",8.04430723760977,1.82754191468749,240
"358",-8.06523745497437,1.38467217167918,50
"359",17.1644814808172,-4.75889182728012,320
"360",15.2599597649674,-4.69654282358339,280
"361",8.97685086288264,0.222829224168774,220
"362",13.9778152037837,-3.42773172393387,310
"363",2.51343875879787,3.64256836013036,190
"364",5.50493950883229,3.08739560595638,170
"365",4.86274222239438,3.67210268674452,300
"366",8.98470617914504,0.276272731954056,200
"367",-4.76193652080655,-3.07325488909971,70
"368",1.44404097650503,3.48858289951725,150
"369",-3.25425665726129,-4.11578570025116,80
"370",3.67427982917227,4.01387358564885,220
"371",-0.890711430254486,1.18666324605372,110
"372",-4.9210073924238,-2.23264710209037,50
